ZIPCODE	GENDER_FEMALE	GENDER_MALE	GROUP_SIZE_CAT	AGE_CAT	AGE_T1	AGE_T2	BMI_T1	WEIGHT_T1	HIP_T1	HEIGHT_T1	WAIST_T1	BMI_T2	WEIGHT_T2	HIP_T2	HEIGHT_T2	WAIST_T2	EDUCATION_LOWER_T1	EDUCATION_LOWER_T2	WORK_T1	WORK_T2	LOW_QUALITY_OF_LIFE_T1	LOW_QUALITY_OF_LIFE_T2	DBP_T1	DBP_T2	HBF_T1	HBF_T2	MAP_T1	MAP_T2	SBP_T1	SBP_T2	HTN_MED_T1	CHO_T1	GLU_T1	CHO_T2	GLU_T2	RESPIRATORY_DISEASE_T1	PACKYEARS	SMOKING	METABOLIC_DISORDER_T1	METABOLIC_DISORDER_T2	LLDS	Quintile_LLDS	ALCOHOL_INTAKE_T1	KCAL_INTAKE_T1	MWK_VAL	SCOR_VAL	MWK_NO_VAL	SCOR_NO_VAL	SPORTS_T1	CYCLE_COMMUTE_T1	VOLUNTEER_T1	PREGNANCIES	OSTEOARTHRITIS_T1	DIAG_CFS_CDC	DIAG_FIBROMYALGIA_ACR	DIAG_IBS_ROME3	C_SUM_T1	A_SUM_T1	SC_SUM_T1	I_SUM_T1	E_SUM_T1	SD_SUM_T1	V_SUM_T1	D_SUM_T1	LTE_SUM_T1	LDI_SUM_T1	LTE_SUM_T2	LDI_SUM_T2	NSES_YEAR	MENTAL_DISORDER_T1	MENTAL_DISORDER_T2
9635	56.25	43.75	1	8	45.2	48.46	27.27	84.32	100.68	175.55	93.95	27.48	85.0	100.82	175.56	94.88	37.89	35.05	77.05	75.26	8.7	11.22	76.92	75.25	69.96	67.47	96.07	95.01	128.88	127.91	14.21	5.02	5.03	4.97	5.07	15.3	6.86	20.88	3.23	4.84	23.26	2.86	5.63	1960.59	276.25	1470.96	214.54	1162.4	47.24	17.19	32.69	2.15	6.77	3.33	6.67	1.11	29.55	19.19	19.54	22.28	22.15	29.37	18.23	28.13	1.19	2.41	0.84	1.97	2009.98	1.49	2.61
9636	56.46	43.54	4	8	44.15	47.76	27.02	83.41	100.74	175.58	93.49	27.28	84.21	101.26	175.64	93.31	25.63	25.79	78.64	77.47	10.88	10.24	75.24	74.74	69.99	67.31	94.56	94.91	126.99	128.9	11.47	5.1	5.08	5.07	5.18	11.57	6.47	18.82	3.26	4.66	23.2	2.83	5.46	1906.52	315.51	1747.77	235.96	1350.02	55.41	25.23	26.09	1.94	4.1	4.55	5.04	5.35	29.95	18.92	19.52	21.93	22.14	29.84	17.85	28.61	1.07	2.48	0.73	2.0	2009.94	2.04	1.05
9641	58.02	41.98	4	8	43.98	48.63	26.72	80.11	99.71	172.6	93.44	26.86	80.65	100.15	173.05	92.28	39.65	38.18	68.09	68.35	14.09	16.5	74.78	73.26	71.92	68.25	94.95	94.35	128.91	129.16	16.85	5.03	5.1	5.06	5.21	10.42	8.09	27.36	4.9	7.89	23.46	2.86	6.05	1986.71	565.24	2920.24	236.84	1278.23	48.2	35.67	23.97	1.58	7.25	4.15	8.11	8.99	29.54	19.06	19.47	22.36	22.42	28.86	18.51	28.46	1.31	2.53	0.94	1.98	2009.85	2.93	3.2
9642	58.29	41.71	8	8	44.02	49.02	26.7	80.59	99.92	173.27	93.63	26.91	81.19	100.23	173.49	92.27	34.03	32.09	72.28	71.43	11.66	13.5	75.61	74.8	71.92	68.87	95.04	95.01	128.51	128.99	13.42	5.09	5.06	5.01	5.19	10.43	6.99	23.04	3.36	5.41	23.88	2.98	5.92	1935.06	561.21	2954.68	275.56	1526.44	53.8	37.89	26.24	1.73	7.17	4.51	8.75	6.07	29.53	18.97	19.59	22.09	21.83	29.15	18.51	28.39	1.19	2.53	0.74	1.77	2009.75	2.55	2.54
9644	59.07	40.93	2	8	44.41	48.77	26.82	80.19	99.88	172.32	93.95	26.93	80.42	99.51	172.72	92.33	40.18	40.65	67.89	63.23	11.63	16.56	74.69	72.76	72.23	68.69	94.6	92.99	128.24	126.71	15.38	5.05	5.19	4.94	5.19	8.41	7.98	28.84	7.2	8.9	23.38	2.82	5.49	2066.2	607.86	3074.79	217.54	1123.17	43.37	30.13	26.97	1.74	8.86	5.04	7.25	5.04	29.41	19.17	19.77	22.08	21.51	28.98	18.17	28.49	1.18	2.34	0.76	1.89	2009.38	2.06	2.95
9645	55.76	44.24	3	8	41.24	46.52	26.85	81.09	100.02	173.44	93.75	26.87	81.22	99.07	173.61	92.38	38.72	39.66	68.24	69.23	12.75	15.9	75.13	74.06	71.98	68.11	94.83	94.38	128.51	128.75	16.22	5.06	5.09	5.05	5.11	11.3	6.86	22.06	4.08	6.79	23.42	2.84	5.59	2067.15	642.15	3314.33	264.4	1425.6	51.3	34.13	13.82	1.61	5.26	5.96	6.48	6.39	29.81	19.39	19.86	22.53	22.48	29.35	18.55	28.66	1.28	2.59	0.83	1.96	2009.73	2.83	2.19
9646	53.79	46.21	3	8	44.15	48.59	26.73	81.64	99.42	173.93	93.33	26.82	82.3	99.92	174.65	92.92	28.53	31.11	76.54	72.32	7.65	8.49	76.03	75.36	70.89	68.02	95.75	95.73	129.39	129.99	15.98	5.07	5.07	5.08	5.13	8.26	5.48	14.21	4.2	5.79	24.61	3.14	5.43	1956.62	514.81	2758.29	242.86	1398.53	60.83	36.84	24.4	1.96	6.58	4.12	4.58	5.35	30.41	18.51	18.9	21.79	22.11	30.06	17.67	29.33	0.89	2.16	0.69	1.84	2009.75	1.87	1.79
9648	58.11	41.89	7	8	44.19	49.02	26.48	79.63	99.14	172.8	92.97	26.5	79.68	99.2	173.08	91.29	32.51	31.79	71.98	73.48	11.44	10.02	75.73	74.13	71.27	67.69	95.0	94.19	127.88	127.89	13.65	5.0	5.11	4.98	5.1	10.36	6.44	20.43	3.1	4.59	23.94	3.01	6.85	1999.09	546.6	2805.83	241.25	1279.1	54.05	30.52	24.03	1.79	7.04	2.06	5.31	5.75	29.65	18.86	19.21	21.98	21.88	29.63	18.0	28.83	1.14	2.39	0.81	1.95	2009.85	2.04	1.52
9649	59.42	40.58	5	8	44.17	50.16	27.2	81.8	100.33	173.08	94.36	27.55	83.28	100.76	173.71	94.0	42.53	42.01	70.98	69.46	14.52	14.59	75.19	75.34	71.4	68.73	94.54	95.65	127.62	130.01	18.92	5.04	5.06	5.03	5.19	12.23	7.42	23.52	3.66	5.93	23.27	2.84	5.06	1929.17	527.03	2792.36	227.4	1294.2	51.12	30.81	20.32	1.66	8.84	4.02	10.69	5.25	29.57	19.48	19.62	22.33	22.2	29.4	18.53	28.43	1.16	2.31	0.85	1.98	2009.92	2.39	2.4
9651	60.46	39.54	2	8	43.55	47.55	26.95	82.75	100.01	174.47	93.91	26.95	82.31	99.59	174.15	92.55	32.41	35.37	79.67	76.97	12.9	10.84	75.06	72.82	71.06	66.98	93.95	92.69	126.19	125.28	10.89	5.03	5.01	5.09	5.1	13.65	7.12	18.85	2.73	4.3	23.81	2.99	7.83	1986.79	335.35	1739.32	239.9	1262.05	54.34	28.26	28.67	1.84	9.92	2.68	7.48	6.12	29.49	19.03	20.3	22.28	22.24	29.29	18.17	28.66	1.12	2.47	0.98	1.62	2009.88	2.64	2.18
9661	54.22	45.78	2	8	39.43	45.6	25.46	76.28	95.82	171.85	89.68	26.34	79.08	98.64	173.23	90.75	42.93	37.96	52.73	76.64	5.61	12.41	73.91	73.61	72.18	69.28	93.78	94.04	127.32	128.44	10.68	4.77	5.0	4.82	5.14	8.25	5.66	20.11	2.76	5.09	23.78	2.95	6.52	2093.37	653.58	3402.59	158.51	927.24	44.71	29.92	31.67	1.81	6.7	2.54	3.54	5.98	29.85	18.52	19.11	21.8	21.85	29.98	17.71	29.25	0.98	1.83	0.85	1.57	2007.05	0.8	1.77
9663	57.96	42.04	6	8	43.51	49.15	27.05	81.18	100.14	172.55	93.51	27.55	82.62	100.96	172.88	93.92	46.94	44.37	47.53	66.38	15.72	17.63	75.46	74.46	72.46	69.24	95.31	94.74	128.99	128.56	17.61	4.93	5.15	4.9	5.29	12.87	7.68	26.63	4.79	7.34	24.55	3.16	5.26	1943.63	578.39	2942.1	219.37	1147.0	43.63	31.3	30.52	1.83	8.21	3.55	10.31	6.34	29.12	19.44	19.77	22.36	21.86	29.15	18.79	28.14	1.15	2.26	0.76	1.83	2007.26	3.4	2.69
9665	55.38	44.62	11	8	42.25	48.79	26.83	80.14	99.34	172.05	93.37	27.57	82.97	100.81	173.24	94.39	52.2	52.37	49.46	68.62	12.79	16.25	75.14	75.08	73.09	70.05	94.89	95.42	128.5	130.14	17.57	4.89	5.15	4.98	5.25	11.56	8.34	26.94	4.95	7.47	23.63	2.93	5.1	2039.36	631.42	3220.11	229.43	1210.15	41.84	42.99	22.24	1.82	8.39	4.17	8.73	4.45	29.48	19.37	19.69	22.37	21.93	29.44	18.52	28.54	1.21	2.16	0.83	1.86	2007.35	2.72	2.75
9671	59.87	40.13	3	8	45.12	49.15	26.21	79.42	99.24	173.77	92.14	26.35	80.11	99.03	174.12	90.56	33.11	34.48	68.57	68.32	13.43	12.25	74.1	73.91	70.51	67.3	93.44	94.23	125.96	128.55	16.61	5.12	5.04	5.11	5.05	12.81	5.74	22.67	4.52	5.5	24.07	3.0	6.29	1973.94	483.94	2561.74	271.07	1497.41	55.73	38.64	18.29	1.69	6.71	2.14	3.33	8.56	29.35	19.2	20.37	22.6	22.59	28.73	18.47	28.01	1.12	2.67	0.65	1.78	2009.91	3.06	3.07
9673	62.38	37.62	2	8	43.56	47.0	26.97	80.61	100.14	172.39	94.05	27.0	80.56	99.56	172.47	92.21	38.95	32.58	68.72	66.17	8.89	12.78	73.52	72.72	71.94	68.73	92.92	93.41	125.45	127.76	13.71	4.97	5.12	4.91	5.1	8.94	6.81	15.93	5.56	7.07	24.09	3.01	4.02	1947.82	476.47	2514.11	283.13	1547.39	50.0	46.76	25.89	1.97	3.98	4.39	6.19	5.26	29.49	18.69	19.63	22.02	21.93	29.71	18.34	28.38	1.25	2.67	0.75	1.61	2010.0	1.89	1.2
9674	59.4	40.6	2	8	41.79	45.12	26.46	80.29	99.81	173.76	92.02	26.53	81.18	98.91	174.67	89.96	30.0	25.86	73.14	72.83	10.25	12.64	73.86	73.11	71.74	67.38	93.34	93.34	125.88	127.1	13.46	5.01	5.01	4.94	5.05	16.8	6.18	24.1	2.27	3.42	23.98	2.99	5.59	1995.02	456.92	2463.15	267.18	1514.45	56.05	32.31	22.37	1.79	6.44	3.75	6.88	6.25	29.82	19.3	19.64	22.47	22.94	29.3	18.24	28.8	1.24	2.86	0.78	2.12	2009.95	1.83	2.05
9675	57.82	42.18	6	8	42.88	46.98	26.35	80.05	98.65	173.71	91.74	26.53	80.87	98.6	174.26	90.46	33.82	29.62	76.25	75.63	9.98	9.6	74.39	74.4	70.95	67.36	93.34	94.34	125.29	127.94	12.62	5.03	5.03	5.0	5.09	13.29	6.87	21.31	4.05	5.3	23.64	2.92	5.24	1941.74	489.16	2600.31	280.09	1554.94	54.81	43.42	20.11	1.77	6.9	2.42	6.32	4.86	29.97	18.78	19.63	22.41	22.54	29.48	17.94	28.51	1.09	2.52	0.78	1.98	2009.99	1.94	1.78
9677	61.44	38.56	1	8	43.55	46.26	26.95	80.9	99.58	172.5	93.76	27.36	82.86	99.78	173.48	92.6	39.44	38.1	79.14	81.73	11.51	12.38	76.18	75.26	71.48	69.19	95.73	95.42	129.01	129.55	20.0	5.09	4.98	5.11	5.11	13.14	8.15	25.0	2.61	3.92	23.44	2.83	8.87	2120.22	496.4	2541.73	208.88	1104.12	43.08	33.64	18.95	1.64	4.58	4.55	5.95	4.49	29.81	19.14	19.63	22.28	22.02	29.21	18.36	28.42	1.26	2.66	0.7	1.73	2009.9	2.16	2.45
9678	55.6	44.4	2	8	42.2	45.09	26.57	80.04	99.42	172.78	92.64	26.49	80.32	98.82	173.59	90.12	30.0	32.21	77.78	75.17	8.17	7.38	75.14	74.77	71.84	68.72	94.51	94.61	127.53	127.9	11.16	4.96	5.01	4.77	5.05	11.06	5.67	19.81	3.52	4.87	24.4	3.04	6.14	2032.3	416.88	2223.98	237.1	1325.05	50.26	31.06	30.89	2.01	6.96	2.21	2.99	2.21	29.94	18.86	20.06	21.98	21.47	29.98	18.01	29.04	0.96	2.52	0.7	1.97	2010.0	1.02	2.59
9679	55.71	44.29	7	8	43.66	47.71	26.57	80.63	99.43	173.5	93.11	26.95	82.21	99.62	174.37	91.93	36.43	35.95	72.87	74.02	10.28	12.85	74.27	74.19	70.39	67.38	93.63	94.83	126.05	129.38	15.3	5.0	5.01	5.03	5.17	12.63	5.62	19.24	3.19	4.72	23.96	2.96	5.67	2051.9	529.39	2781.92	255.51	1412.54	50.51	32.61	22.51	1.81	7.07	3.86	5.84	4.8	29.97	18.6	19.24	22.06	22.02	29.44	17.76	28.83	1.06	2.13	0.63	1.78	2009.99	1.53	1.81
9681	55.56	44.44	2	7	41.42	46.72	27.21	81.81	100.41	172.74	94.01	27.82	83.86	101.17	173.52	93.63	29.78	35.57	80.67	77.95	11.03	9.69	74.96	75.21	71.36	66.92	94.39	95.24	127.08	128.9	14.43	4.93	5.02	4.96	5.08	14.39	5.6	19.78	3.77	4.45	23.26	2.81	5.7	1999.42	600.2	3065.53	281.1	1470.04	52.65	22.43	24.2	1.92	5.76	2.38	5.45	5.92	30.11	18.87	19.47	21.82	22.26	30.01	17.72	28.75	1.2	2.46	0.75	1.83	2010.0	1.72	1.97
9682	58.65	41.35	2	8	42.72	47.37	26.44	79.37	99.08	172.55	92.4	26.91	81.49	99.58	173.8	90.74	44.27	37.1	71.58	69.6	13.98	17.6	73.98	73.77	69.93	66.18	93.12	93.99	125.29	128.02	16.67	5.05	5.0	5.07	5.04	14.59	8.29	28.19	3.9	4.88	22.26	2.61	6.16	2016.22	483.58	2441.1	254.11	1293.72	44.05	28.79	25.66	1.7	7.69	7.08	9.91	1.8	29.73	18.95	20.1	21.79	21.74	29.6	18.61	28.45	1.03	2.47	0.71	1.72	2009.98	1.92	1.99
9684	62.13	37.87	1	8	44.69	47.2	27.95	85.71	102.85	175.07	94.85	27.71	84.69	101.56	174.94	93.46	41.42	45.54	73.49	73.27	13.17	16.67	74.4	74.54	69.1	66.71	93.11	94.22	125.37	128.01	15.48	5.22	5.1	5.11	5.02	13.86	7.44	28.31	3.57	3.57	23.4	2.8	4.49	1933.44	290.44	1547.34	225.64	1223.31	41.61	28.35	13.86	2.06	10.65	5.94	7.14	3.96	29.46	18.84	20.08	21.95	21.39	29.49	18.34	28.23	1.09	2.19	0.6	1.66	2009.98	2.86	3.5
9685	58.18	41.82	1	8	42.93	48.21	26.01	78.86	97.89	173.04	90.56	26.63	81.56	98.77	174.13	90.71	15.69	18.52	66.67	55.56	3.92	0.0	74.02	75.58	68.38	68.09	92.87	94.37	124.96	126.09	7.55	4.95	5.18	5.05	5.04	7.84	7.02	13.04	3.77	5.66	25.23	3.31	7.05	1932.79	355.36	1967.84	247.61	1429.09	68.18	11.76	28.57	1.56	1.82	2.94	5.88	0.0	30.68	17.98	17.66	22.73	23.48	30.07	16.21	28.72	1.16	2.24	0.88	2.31	2010.0	0.84	0.92
9686	59.52	40.48	1	8	43.89	47.19	27.85	84.5	101.64	173.93	94.37	27.9	85.06	101.51	174.2	94.0	39.76	40.78	71.61	72.82	14.74	21.36	75.68	75.92	70.56	67.43	94.44	95.59	127.16	129.29	17.58	5.1	5.2	5.09	5.18	9.03	6.65	24.53	6.17	6.79	23.14	2.79	5.31	2098.86	255.25	1308.84	218.6	1125.57	39.71	28.44	23.33	1.92	6.02	3.19	4.3	9.68	29.24	19.99	20.58	22.25	22.48	29.35	18.39	28.04	1.05	2.56	0.78	2.17	2009.98	1.9	2.23
9693	57.81	42.19	1	8	42.38	45.86	27.87	85.04	102.75	174.73	96.38	28.14	86.65	103.44	175.34	95.79	42.86	46.15	73.02	70.0	11.11	10.0	75.02	73.86	70.51	69.44	93.35	93.92	126.14	127.02	15.87	4.77	5.04	4.85	5.06	9.84	10.18	30.16	3.13	3.13	21.87	2.52	4.7	1901.5	384.11	1947.46	174.63	900.09	49.12	20.93	30.0	1.7	4.69	2.7	2.78	5.41	29.54	19.61	21.14	22.49	23.12	28.64	18.52	27.16	1.06	2.24	0.64	1.13	2010.0	2.6	2.78
9695	58.41	41.59	4	8	43.04	48.55	27.06	80.52	99.57	171.93	93.82	26.79	79.87	99.48	172.49	92.21	48.74	41.39	63.22	68.63	13.28	12.77	76.91	75.11	72.31	68.45	96.68	96.17	130.64	131.5	16.67	4.92	5.13	4.94	5.19	9.38	7.36	20.52	5.26	6.7	23.84	2.91	5.3	2047.34	512.54	2670.35	199.6	1105.67	50.59	24.35	24.09	1.6	7.49	3.57	5.62	3.95	29.53	19.14	19.37	22.06	21.66	29.41	18.36	28.54	1.04	2.07	0.94	1.78	2008.33	2.16	2.71
9697	58.74	41.26	3	9	46.82	52.35	26.51	79.64	98.95	172.95	92.95	26.45	79.92	99.46	173.71	91.78	36.04	35.0	69.06	65.3	8.07	14.35	75.4	75.0	70.9	67.65	94.96	95.66	128.24	130.58	16.27	5.12	5.17	5.0	5.16	10.31	4.82	18.55	4.15	5.04	24.35	3.03	5.72	1920.98	581.1	3009.4	257.52	1391.5	50.18	28.76	18.7	1.76	7.51	2.25	5.86	4.48	29.97	18.72	19.15	22.0	21.59	29.94	18.18	28.8	1.06	1.95	0.84	1.68	2009.68	1.46	1.07
9698	55.24	44.76	1	8	44.07	49.36	25.7	76.64	96.88	171.6	90.14	26.07	78.77	97.07	173.35	91.04	32.99	31.43	74.03	80.0	6.32	12.86	75.85	74.41	70.8	67.95	94.63	94.31	126.57	127.62	12.75	5.19	5.0	5.03	5.1	9.57	4.77	12.9	0.97	2.91	25.7	3.34	5.26	1856.57	441.4	2285.47	239.18	1274.35	45.88	22.86	33.82	1.82	4.81	4.62	6.25	7.69	28.76	19.97	20.3	22.3	21.55	29.19	18.34	27.65	1.17	2.56	0.67	1.93	2008.55	1.51	2.2
9699	57.61	42.39	1	9	45.43	52.83	27.16	82.88	101.47	174.29	96.51	27.56	84.17	102.13	174.64	95.46	40.0	40.0	55.0	69.64	6.9	9.09	76.38	75.0	71.18	65.12	96.46	95.33	130.85	130.57	13.19	5.01	5.04	5.06	5.19	8.05	13.59	27.16	4.49	5.62	24.38	3.09	6.14	1999.01	611.05	2944.45	275.99	1269.11	49.32	26.42	36.07	1.76	5.43	5.66	5.77	3.77	30.29	18.3	18.03	22.5	21.75	29.7	17.22	28.18	1.15	2.1	0.63	1.48	2008.35	1.15	1.07
9711	57.94	42.06	4	6	33.8	39.2	23.93	74.14	93.58	175.73	83.62	24.2	74.81	96.87	175.6	84.43	8.09	7.17	57.45	77.6	6.09	11.6	69.15	70.3	72.28	70.92	87.74	89.71	118.16	120.95	4.58	4.77	4.82	4.75	4.83	11.16	4.57	30.61	1.09	1.09	24.71	3.13	8.87	1858.65	454.71	2552.54	337.82	1968.06	69.76	65.42	19.26	0.49	1.86	2.04	3.06	9.09	29.73	19.05	19.78	23.86	24.32	27.76	18.39	27.52	1.31	3.6	0.77	3.1	2009.93	2.48	3.02
9712	61.54	38.46	4	6	33.99	40.29	23.94	74.56	93.82	176.14	83.63	24.47	76.26	97.51	176.28	85.71	5.34	4.59	56.22	81.28	7.29	6.39	69.18	70.29	71.42	69.08	87.88	89.87	118.24	121.21	3.93	4.82	4.84	4.82	4.89	8.55	4.05	25.55	1.41	1.65	23.97	2.98	10.58	1919.8	440.32	2441.07	336.54	1922.16	71.43	71.96	20.54	0.57	2.52	1.62	3.83	7.57	29.89	17.97	19.56	23.55	24.19	28.27	18.08	27.69	1.07	3.16	0.8	2.92	2009.88	1.46	3.41
9713	62.59	37.41	7	6	34.58	38.75	24.27	73.72	94.38	174.33	84.44	24.62	74.84	97.69	174.4	85.36	13.27	10.82	63.26	82.73	9.41	9.02	69.32	69.45	72.94	69.8	87.92	88.89	118.03	120.14	4.9	4.72	4.82	4.69	4.87	9.6	4.72	26.6	1.6	2.18	24.77	3.16	7.24	1939.51	524.87	2881.93	358.97	2052.44	70.73	67.33	23.02	0.7	2.55	1.48	5.65	7.1	29.81	18.92	20.15	23.42	24.03	28.2	18.66	27.57	1.12	3.44	0.83	2.85	2009.87	2.29	2.73
9714	63.49	36.51	3	6	31.14	36.66	23.57	73.1	93.08	175.85	82.37	24.11	74.92	97.02	176.08	84.14	3.59	3.95	55.97	87.01	6.11	6.78	67.78	69.29	72.77	69.76	86.48	88.09	116.98	118.68	1.65	4.71	4.75	4.84	4.86	10.28	3.11	25.84	0.57	0.85	24.09	3.02	10.15	1926.63	461.48	2687.94	370.85	2234.82	80.19	75.24	28.64	0.59	1.91	2.07	7.59	6.21	29.99	18.5	20.13	23.52	24.8	28.25	18.48	27.65	1.06	3.44	0.8	2.91	2009.79	1.35	1.85
9715	58.99	41.01	3	6	33.24	37.97	24.0	73.95	93.88	175.1	84.31	23.68	72.79	95.93	174.94	83.41	10.94	6.97	62.47	86.63	8.18	10.4	69.08	69.58	72.99	69.98	87.98	89.45	118.84	121.06	6.15	4.7	4.9	4.79	5.02	11.9	5.59	27.22	1.61	2.42	23.45	2.86	8.21	1978.63	487.69	2666.12	330.82	1881.77	69.82	70.64	18.54	0.64	2.05	1.92	5.84	7.69	29.19	18.79	20.54	23.71	24.38	27.51	18.92	27.37	1.32	3.84	0.95	3.31	2009.87	3.36	2.73
9716	54.72	45.28	1	6	32.86	39.07	24.36	75.09	94.62	175.73	85.25	24.38	74.16	97.93	174.81	84.75	11.43	9.26	56.57	84.91	10.78	5.56	69.38	70.46	74.09	68.44	88.64	90.39	120.33	122.14	3.88	4.8	4.89	4.73	4.99	14.71	5.2	28.57	2.97	3.96	23.42	2.88	8.61	1901.58	524.43	2862.99	352.92	2005.43	63.33	75.56	24.07	0.56	2.86	0.0	2.5	2.44	29.32	19.2	20.25	23.73	24.21	27.7	19.06	27.06	1.19	3.26	0.81	2.91	2009.89	2.24	0.84
9717	59.09	40.91	3	7	36.21	42.75	23.69	74.38	94.06	176.79	84.0	23.85	74.49	95.94	176.33	83.98	4.99	5.46	66.77	82.42	5.93	7.65	68.45	69.58	72.98	70.56	86.76	88.68	116.68	119.36	3.76	4.82	4.81	4.76	4.84	7.74	4.55	21.94	0.6	0.9	25.2	3.24	9.83	1971.11	461.74	2566.03	360.27	2058.71	75.83	69.54	22.58	0.82	1.72	4.71	5.39	7.06	29.81	18.92	19.94	23.39	23.57	28.05	18.49	27.97	1.25	3.57	0.66	2.9	2009.82	2.79	2.76
9718	58.27	41.73	3	6	35.12	41.73	24.14	75.11	94.19	176.1	84.13	24.44	75.99	97.59	176.04	85.18	6.49	3.4	57.87	82.04	8.14	7.73	69.14	70.04	72.01	70.7	87.77	90.05	118.11	122.18	5.96	4.83	4.87	4.94	4.9	9.71	4.9	23.25	1.85	2.12	24.31	3.07	10.44	1941.73	511.86	2825.38	386.19	2197.04	75.3	71.04	28.07	0.77	3.32	2.69	3.24	5.91	30.16	18.27	19.25	23.02	24.21	28.33	18.02	28.15	1.0	3.22	0.72	2.8	2009.87	1.27	1.49
9721	63.15	36.85	4	7	39.53	43.84	24.61	75.25	95.59	174.68	86.1	24.54	74.87	97.9	174.67	85.47	10.44	8.39	71.43	82.18	6.24	9.85	70.34	69.5	72.54	69.51	89.05	89.38	119.42	121.19	6.64	4.94	4.98	4.85	5.03	7.93	5.02	21.43	2.23	3.13	25.07	3.24	7.47	1953.41	508.11	2765.52	354.48	1997.4	70.97	68.0	20.92	1.15	3.9	2.05	6.61	6.15	30.11	18.53	19.74	22.63	23.22	28.87	17.98	28.45	1.13	2.99	0.67	2.36	2009.89	1.94	1.92
9722	60.22	39.78	3	7	40.04	45.41	23.95	73.06	93.75	174.09	84.36	24.24	73.74	97.0	174.09	85.22	7.29	6.38	73.29	83.51	5.26	6.91	70.43	70.2	71.71	70.67	89.12	90.21	119.46	122.34	7.45	4.99	4.92	5.02	5.02	11.7	4.21	15.76	1.15	2.6	25.78	3.4	8.02	1923.83	483.64	2680.65	385.24	2188.62	74.04	72.82	23.38	1.28	3.93	3.61	3.61	6.02	30.06	18.73	19.51	22.94	23.09	28.93	18.13	28.12	1.14	3.09	0.8	2.75	2009.82	1.87	2.28
9723	52.1	47.9	3	7	39.96	44.9	24.2	74.54	93.74	174.94	84.92	24.24	75.51	96.68	176.06	85.39	14.73	12.96	75.09	84.57	6.23	9.26	70.96	71.91	70.78	68.3	89.5	91.53	119.62	123.11	8.28	4.79	4.93	4.77	5.02	9.34	5.58	21.32	2.72	2.72	24.91	3.21	9.02	1884.05	472.86	2535.55	322.48	1783.63	66.67	58.5	20.35	1.36	4.55	0.72	3.6	2.9	30.39	18.63	19.31	22.72	23.07	29.26	18.02	28.38	0.91	2.87	0.56	2.39	2009.9	1.48	1.66
9724	61.54	38.46	2	6	34.74	41.33	24.15	74.89	94.59	175.77	84.38	24.58	75.74	97.54	175.3	85.24	8.42	9.55	64.95	87.26	8.5	10.19	69.79	72.24	74.08	70.2	88.37	91.88	118.6	123.32	3.39	4.83	4.85	4.84	4.85	8.87	5.21	32.61	0.35	0.35	24.79	3.16	9.74	1882.22	497.47	2793.1	352.3	2067.22	76.03	72.35	18.78	0.57	2.36	1.4	2.82	6.29	29.73	18.27	19.93	23.28	24.0	28.64	18.08	27.73	1.16	3.47	0.8	2.83	2009.87	2.03	1.68
9725	60.92	39.08	4	6	34.01	39.21	24.16	75.57	94.82	176.47	84.14	24.27	75.75	97.2	176.36	84.3	5.32	5.62	68.79	87.64	5.59	8.99	69.78	70.46	72.6	69.83	88.0	89.5	118.08	120.21	3.54	4.74	4.87	4.75	4.93	9.19	4.14	25.3	0.46	0.92	24.19	3.04	8.71	1950.26	488.81	2730.01	324.37	1907.83	77.58	61.92	21.0	0.42	3.09	2.23	3.62	7.62	30.05	18.54	19.75	23.53	24.12	28.75	18.06	27.94	1.08	3.16	0.74	2.55	2009.9	1.49	1.63
9726	60.96	39.04	2	6	31.47	36.7	23.04	71.57	92.44	176.04	81.91	23.3	72.18	95.22	175.62	81.92	4.42	4.65	54.36	79.69	6.5	9.3	68.29	69.04	74.58	71.14	86.96	88.15	117.39	119.25	3.61	4.76	4.76	4.69	4.74	6.12	3.74	24.26	0.41	1.24	24.32	3.09	8.47	1863.55	438.74	2467.26	316.76	1857.35	73.78	70.04	18.83	0.42	2.41	1.87	1.89	6.54	30.09	18.39	20.08	23.29	24.62	28.42	18.43	27.85	1.08	3.68	0.87	3.46	2009.89	1.5	2.93
9727	60.48	39.52	3	6	35.21	41.5	24.16	74.66	93.76	175.28	84.65	24.52	76.01	97.96	175.73	85.55	4.33	4.84	76.1	87.63	4.95	7.03	70.42	70.22	72.1	70.05	88.54	89.96	118.2	121.31	4.32	4.74	4.9	4.77	4.91	8.36	3.49	18.1	0.91	1.22	24.87	3.2	8.79	1972.83	545.56	3084.44	357.86	2145.94	79.61	64.47	23.44	0.89	1.8	1.84	3.09	11.73	30.12	17.98	19.75	23.26	24.03	28.91	18.1	28.42	1.09	3.05	0.82	2.85	2009.84	1.32	1.8
9728	58.61	41.39	4	8	41.87	47.79	24.66	75.64	95.61	174.91	86.55	24.79	76.16	98.23	175.17	86.89	14.07	12.95	70.51	77.62	9.66	9.32	71.34	72.06	72.24	68.97	90.33	92.89	121.1	125.77	10.71	5.01	5.02	5.11	5.08	9.21	4.72	13.18	2.21	3.1	25.94	3.42	6.97	1907.8	458.95	2541.58	355.13	2022.44	70.62	63.68	23.53	1.23	5.72	3.32	2.52	7.88	30.23	18.52	19.5	22.43	22.78	29.07	17.85	28.61	1.01	2.86	0.81	2.58	2009.88	2.03	2.17
